date,ticker,open,high,low,close,volume
2005-01-03,DIA,67.51540327979018,67.79008128954388,66.75378632874559,66.99725341796875,11691300.0
2005-01-03,EEM,14.704841525045703,14.759519078370666,14.535702790052143,14.562677383422852,4275000.0
2005-01-03,EFA,29.150222943622754,29.20663406670949,28.89728086557658,28.951871871948242,5273700.0
2005-01-03,EWJ,30.95721722801413,31.01402076354794,30.644805908203125,30.644805908203125,2502600.0
2005-01-03,EWY,21.253108960135815,21.39230585847952,21.025999260884657,21.13589096069336,310500.0
2005-01-03,FXI,11.613067336130953,11.629815930188716,11.539792087383999,11.546072959899902,997500.0
2005-01-03,GLD,42.97999954223633,43.16999816894531,42.7400016784668,43.02000045776367,4750400.0
2005-01-03,IEF,47.97838563003476,48.113984739227426,47.92753919694821,48.09138488769531,323400.0
2005-01-03,IWM,49.08280920763079,49.16951967849394,47.932930453004474,48.18929672241211,16062600.0
2005-01-03,LQD,47.28651016189059,47.51509094238281,47.19761817439362,47.51509094238281,1497800.0
2005-01-03,QQQ,34.15562248095919,34.326017854590106,33.542200435896454,33.652957916259766,100970900.0
2005-01-03,SHY,54.20860767318902,54.26189972366898,54.20860767318902,54.25524139404297,370200.0
2005-01-03,SPY,82.23614556638326,82.37144999128297,81.11314722706398,81.38375091552734,55748000.0
2005-01-03,TLT,44.11634878317522,44.446544009689084,44.10634448654382,44.396514892578125,1168000.0
2005-01-03,VNQ,22.894842637081343,22.894842637081343,22.390550949039906,22.547889709472656,31900.0
2005-01-03,XLB,9.365125123555528,9.399705572880533,9.195364264699286,9.251951217651367,1816600.0
2005-01-03,XLE,9.880058034064215,9.907427243449996,9.573530197143556,9.573530197143555,7963200.0
2005-01-03,XLF,16.317453388159347,16.338679137953694,16.12111395662655,16.1423397064209,5011647.0
2005-01-03,XLI,20.863424003611577,20.890129797569326,20.542962116532667,20.562990188598633,421800.0
2005-01-03,XLK,8.149849196407313,8.161343579203935,8.008079051724703,8.019574165344238,2647800.0
2005-01-03,XLP,13.41504590112577,13.478379089337677,13.253835746639918,13.28838062286377,813900.0
2005-01-03,XLU,6.690856355842557,6.75102592903919,6.613839375600054,6.625873565673828,4052800.0
2005-01-03,XLV,21.250686084932344,21.250686084932344,20.811015983249344,20.824974060058594,606200.0
2005-01-03,XLY,13.634626656042096,13.673087638594186,13.476934280070626,13.484626770019531,858400.0
2005-01-04,DIA,67.10967161019839,67.17209825912664,66.10458684505501,66.36054229736328,10628300.0
2005-01-04,EEM,14.526229336274628,14.533519261598597,14.114317893981934,14.114317893981934,4205700.0
2005-01-04,EFA,28.895450458064175,28.906369071952643,28.31859653311812,28.3968448638916,2983800.0
2005-01-04,EWJ,30.673215496580617,30.673215496580617,30.019988214099655,30.13359260559082,2752325.0
2005-01-04,EWY,21.033333128680262,21.13589996992336,20.549808325539292,20.5571346282959,338600.0
