date,asset,target,future_return,fold,image_score,image_factor_pc1,image_factor_pc2,image_factor_pc3
2014-09-24,alternative,-0.05048719663949852,-0.05048719663949852,0,0.008614568039774895,-1.2344372598855058,1.5650941684267945,2.270968127632949
2014-09-24,corp_bond_ig,0.016269791832804525,0.016269791832804525,0,0.004340223968029022,-0.5245605539590555,1.5491987365500164,-2.083033767909009
2014-09-24,developed_equity,-0.04109205550858197,-0.04109205550858197,0,0.008320223540067673,-0.4158696181083261,2.3847280917354783,-0.5669355467364902
2014-09-24,emerging_equity,-0.05628901073770609,-0.05628901073770609,0,0.004529966041445732,1.7133541984199794,0.6647658257285792,-1.947900461083515
2014-09-24,korea_equity,-0.0846190517767953,-0.0846190517767953,0,0.0045161135494709015,0.43338031137507904,0.6258273890562592,-2.292242616360179
2014-09-24,short_treasury,0.0041424841161130654,0.0041424841161130654,0,0.006279222667217255,-2.9762181893088284,1.8208111531760405,0.6514276457187861
2014-09-24,treasury_7_10y,0.027449096730734146,0.027449096730734146,0,0.005471128970384598,-2.7575546546750305,1.6678307622364021,-0.4768856720419684
2014-09-25,alternative,-0.035810206887055274,-0.035810206887055274,0,0.008974110707640648,-1.1215155931489127,1.7511121963358591,2.7420563033836465
2014-09-25,corp_bond_ig,0.011321361363472615,0.011321361363472615,0,0.004403082653880119,-0.3802475698916442,1.7333782087528578,-1.6201596895624826
2014-09-25,developed_equity,-0.02129731148788916,-0.02129731148788916,0,0.008469905704259872,-0.32411706434250526,2.5711680562668455,-0.7382935163418912
2014-09-25,emerging_equity,-0.0355197730584812,-0.0355197730584812,0,0.004071319475769997,1.5475986103169201,0.9499010714535934,-2.3521044996876967
2014-09-25,korea_equity,-0.06641824889883285,-0.06641824889883285,0,0.0048131439834833145,0.2527321975730605,1.5274858884177993,-3.0714589991449897
2014-09-25,short_treasury,0.00295683017121795,0.00295683017121795,0,0.006305744871497154,-2.9805709199962616,1.9007112462686269,0.7063222627922595
2014-09-25,treasury_7_10y,0.018243237620515496,0.018243237620515496,0,0.00563855841755867,-2.9890104397779362,2.239428725618486,-0.2749010468163025
2014-09-26,alternative,-0.0267857142857143,-0.0267857142857143,0,0.009099140763282776,-1.1180920633566147,1.5618164015412743,2.8795324699398837
2014-09-26,corp_bond_ig,0.013971223939011956,0.013971223939011956,0,0.0041468460112810135,-0.3625224202675923,2.2067594714809267,-1.8985699867155477
2014-09-26,developed_equity,-0.022720899107262937,-0.022720899107262937,0,0.008837813511490822,-0.14904690754976324,2.9824790006550637,-0.9109762043521451
2014-09-26,emerging_equity,-0.0330032477985005,-0.0330032477985005,0,0.003765599802136421,1.8091611278982058,0.975193678240105,-2.294949975044657
2014-09-26,korea_equity,-0.06918846972304538,-0.06918846972304538,0,0.004983548074960709,0.423109924819976,1.5495572811726317,-2.3281332487607274
2014-09-26,short_treasury,0.0036681759644738854,0.0036681759644738854,0,0.006843380630016327,-2.7285798398878107,2.0494895373591127,0.8898456200628694
2014-09-26,treasury_7_10y,0.021280756781641097,0.021280756781641097,0,0.005802100524306297,-2.8132091190115864,2.219125112420894,-0.25706205208199107
2014-09-29,alternative,-0.02517981564034144,-0.02517981564034144,0,0.009229568764567375,-0.6938427221721405,1.2183926163971106,3.0651636790847263
2014-09-29,corp_bond_ig,0.01567131237861963,0.01567131237861963,0,0.0040740687400102615,-0.22086858592077363,2.308738157920176,-2.010845573635734
2014-09-29,developed_equity,-0.018329334493061067,-0.018329334493061067,0,0.008621323853731155,0.05035634674570622,3.2400745667225173,-1.3835073189547473
2014-09-29,emerging_equity,-0.020692988015737934,-0.020692988015737934,0,0.004186112433671951,2.156698957128058,1.632799104880364,-3.2665156548897016
